,flight-numb,airlines-name,price,depart-airport,arrival-airport,Dep_hour,Dep_min,Arr_hour,Arr_min,Dep_Date,Dep_Month,Dep_Year,Arr_Date,Arr_Month,Arr_Year,flight-time,plane,cabin-baggage(kg),checked-baggage(kg),rank-seat-class,seat-class-type,Total_Stops,Total_Passenger
29253,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29254,VJ138,Vietjet Air,4605500.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
29255,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29256,VJ140,Vietjet Air,4605500.0,SGN,HAN,14,40,16,50,6,6,2024,6,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29257,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29258,VJ142,Vietjet Air,4605500.0,SGN,HAN,15,30,17,40,6,6,2024,6,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29259,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29260,VJ148,Vietjet Air,4605500.0,SGN,HAN,16,45,18,55,6,6,2024,6,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29261,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29262,VJ150,Vietjet Air,4605500.0,SGN,HAN,17,40,19,50,6,6,2024,6,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29263,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29264,VJ152,Vietjet Air,4605500.0,SGN,HAN,18,15,20,25,6,6,2024,6,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29265,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29266,VJ166,Vietjet Air,4605500.0,SGN,HAN,20,15,22,25,6,6,2024,6,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29267,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29268,VJ158,Vietjet Air,4605500.0,SGN,HAN,20,40,22,50,6,6,2024,6,6,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
29269,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29270,VJ160,Vietjet Air,4605500.0,SGN,HAN,21,55,0,5,6,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29271,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29272,VJ162,Vietjet Air,4605500.0,SGN,HAN,22,45,0,55,6,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29273,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29274,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29275,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29276,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29277,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29278,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29279,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29280,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29281,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29282,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29283,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29284,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29285,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29286,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29287,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29288,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29289,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29290,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29291,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29292,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29293,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29294,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,6,6,2024,6,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29295,VJ198,Vietjet Air,1679000.0,SGN,HAN,5,25,7,35,7,6,2024,7,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29296,VJ120,Vietjet Air,1679000.0,SGN,HAN,6,0,8,10,7,6,2024,7,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29297,VJ124,Vietjet Air,1679000.0,SGN,HAN,8,10,10,20,7,6,2024,7,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29298,VJ126,Vietjet Air,1679000.0,SGN,HAN,8,45,10,55,7,6,2024,7,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29299,VJ132,Vietjet Air,1679000.0,SGN,HAN,11,0,13,10,7,6,2024,7,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29300,VJ134,Vietjet Air,1679000.0,SGN,HAN,12,30,14,40,7,6,2024,7,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29301,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,7,6,2024,7,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29302,VJ140,Vietjet Air,1679000.0,SGN,HAN,14,40,16,50,7,6,2024,7,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29303,VJ142,Vietjet Air,1679000.0,SGN,HAN,15,30,17,40,7,6,2024,7,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29304,VJ148,Vietjet Air,1679000.0,SGN,HAN,16,45,18,55,7,6,2024,7,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29305,VJ150,Vietjet Air,1679000.0,SGN,HAN,17,40,19,50,7,6,2024,7,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29306,VJ152,Vietjet Air,1679000.0,SGN,HAN,18,15,20,25,7,6,2024,7,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29307,VJ166,Vietjet Air,1679000.0,SGN,HAN,20,15,22,25,7,6,2024,7,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29308,VJ158,Vietjet Air,1679000.0,SGN,HAN,20,40,22,50,7,6,2024,7,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29309,VJ160,Vietjet Air,1679000.0,SGN,HAN,21,55,0,5,7,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29310,VJ162,Vietjet Air,1679000.0,SGN,HAN,22,45,0,55,7,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29311,VU780,Vietravel Airlines,1730500.0,SGN,HAN,17,45,19,55,7,6,2024,7,6,2024,130,Airbus 32B,7,0,economy ,m,1,1
29312,VU780,Vietravel Airlines,1903500.0,SGN,HAN,17,45,19,55,7,6,2024,7,6,2024,130,Airbus 32B,7,0,economy ,n,1,1
29313,VJ198,Vietjet Air,1970500.0,SGN,HAN,5,25,7,35,7,6,2024,7,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29314,VJ120,Vietjet Air,1970500.0,SGN,HAN,6,0,8,10,7,6,2024,7,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29315,VJ124,Vietjet Air,1970500.0,SGN,HAN,8,10,10,20,7,6,2024,7,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29316,VJ126,Vietjet Air,1970500.0,SGN,HAN,8,45,10,55,7,6,2024,7,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29317,VJ132,Vietjet Air,1970500.0,SGN,HAN,11,0,13,10,7,6,2024,7,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29318,VJ134,Vietjet Air,1970500.0,SGN,HAN,12,30,14,40,7,6,2024,7,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29319,VJ138,Vietjet Air,1970500.0,SGN,HAN,13,50,16,0,7,6,2024,7,6,2024,130,Airbus A320-100/200,7,20,economy ,j1_dlx,1,1
29320,VJ140,Vietjet Air,1970500.0,SGN,HAN,14,40,16,50,7,6,2024,7,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29321,VJ142,Vietjet Air,1970500.0,SGN,HAN,15,30,17,40,7,6,2024,7,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29322,VJ148,Vietjet Air,1970500.0,SGN,HAN,16,45,18,55,7,6,2024,7,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29323,VJ150,Vietjet Air,1970500.0,SGN,HAN,17,40,19,50,7,6,2024,7,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29324,VJ152,Vietjet Air,1970500.0,SGN,HAN,18,15,20,25,7,6,2024,7,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29325,VJ166,Vietjet Air,1970500.0,SGN,HAN,20,15,22,25,7,6,2024,7,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29326,VJ158,Vietjet Air,1970500.0,SGN,HAN,20,40,22,50,7,6,2024,7,6,2024,130,Airbus A320-100/200,7,20,economy ,j1_dlx,1,1
29327,VJ160,Vietjet Air,1970500.0,SGN,HAN,21,55,0,5,7,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29328,VJ162,Vietjet Air,1970500.0,SGN,HAN,22,45,0,55,7,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29329,VN204,Vietnam Airlines,3546000.0,SGN,HAN,5,0,7,15,7,6,2024,7,6,2024,135,Airbus A321,12,23,economy flex ,m,1,1
29330,VN206,Vietnam Airlines,3546000.0,SGN,HAN,6,0,8,15,7,6,2024,7,6,2024,135,Boeing 787,12,23,economy flex ,m,1,1
29331,VN240,Vietnam Airlines,3546000.0,SGN,HAN,7,0,9,15,7,6,2024,7,6,2024,135,Boeing 787,12,23,economy flex ,m,1,1
29332,VN208,Vietnam Airlines,3546000.0,SGN,HAN,8,0,10,15,7,6,2024,7,6,2024,135,Airbus A350-900,12,23,economy flex ,m,1,1
29333,VN244,Vietnam Airlines,3546000.0,SGN,HAN,9,0,11,20,7,6,2024,7,6,2024,140,Airbus A350-900,12,23,economy flex ,m,1,1
29334,VN210,Vietnam Airlines,3546000.0,SGN,HAN,10,0,12,15,7,6,2024,7,6,2024,135,Boeing 787,12,23,economy flex ,m,1,1
29335,VN246,Vietnam Airlines,3546000.0,SGN,HAN,11,0,13,15,7,6,2024,7,6,2024,135,Airbus A350-900,12,23,economy flex ,m,1,1
29336,VN212,Vietnam Airlines,3546000.0,SGN,HAN,12,0,14,15,7,6,2024,7,6,2024,135,Boeing 787,12,23,economy flex ,m,1,1
29337,VN248,Vietnam Airlines,3546000.0,SGN,HAN,13,0,15,15,7,6,2024,7,6,2024,135,Boeing 787,12,23,economy flex ,m,1,1
29338,VN214,Vietnam Airlines,3546000.0,SGN,HAN,14,0,16,15,7,6,2024,7,6,2024,135,Airbus A350-900,12,23,economy flex ,m,1,1
29339,VN250,Vietnam Airlines,3546000.0,SGN,HAN,15,0,17,15,7,6,2024,7,6,2024,135,Airbus A350-900,12,23,economy flex ,m,1,1
29340,VN216,Vietnam Airlines,3546000.0,SGN,HAN,16,0,18,15,7,6,2024,7,6,2024,135,Boeing 787,12,23,economy flex ,m,1,1
29341,VN254,Vietnam Airlines,3546000.0,SGN,HAN,17,0,19,15,7,6,2024,7,6,2024,135,Airbus A350-900,12,23,economy flex ,m,1,1
29342,VN218,Vietnam Airlines,3546000.0,SGN,HAN,18,0,20,15,7,6,2024,7,6,2024,135,Boeing 787,12,23,economy flex ,m,1,1
29343,VN258,Vietnam Airlines,3546000.0,SGN,HAN,19,0,21,15,7,6,2024,7,6,2024,135,Boeing 787,12,23,economy flex ,m,1,1
29344,VN220,Vietnam Airlines,3546000.0,SGN,HAN,20,0,22,15,7,6,2024,7,6,2024,135,Boeing 787,12,23,economy flex ,m,1,1
29345,VN260,Vietnam Airlines,3546000.0,SGN,HAN,21,0,23,15,7,6,2024,7,6,2024,135,Airbus A350-900,12,23,economy flex ,m,1,1
29346,VN224,Vietnam Airlines,3546000.0,SGN,HAN,22,0,0,15,7,6,2024,8,6,2024,135,Airbus A321,12,23,economy flex ,m,1,1
29347,VJ198,Vietjet Air,4605500.0,SGN,HAN,5,25,7,35,7,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29348,VJ120,Vietjet Air,4605500.0,SGN,HAN,6,0,8,10,7,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29349,VJ124,Vietjet Air,4605500.0,SGN,HAN,8,10,10,20,7,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29350,VJ126,Vietjet Air,4605500.0,SGN,HAN,8,45,10,55,7,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29351,VJ132,Vietjet Air,4605500.0,SGN,HAN,11,0,13,10,7,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29352,VJ134,Vietjet Air,4605500.0,SGN,HAN,12,30,14,40,7,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29353,VJ138,Vietjet Air,4605500.0,SGN,HAN,13,50,16,0,7,6,2024,7,6,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
29354,VJ140,Vietjet Air,4605500.0,SGN,HAN,14,40,16,50,7,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29355,VJ142,Vietjet Air,4605500.0,SGN,HAN,15,30,17,40,7,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29356,VJ148,Vietjet Air,4605500.0,SGN,HAN,16,45,18,55,7,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29357,VJ150,Vietjet Air,4605500.0,SGN,HAN,17,40,19,50,7,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29358,VJ152,Vietjet Air,4605500.0,SGN,HAN,18,15,20,25,7,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29359,VJ166,Vietjet Air,4605500.0,SGN,HAN,20,15,22,25,7,6,2024,7,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29360,VJ158,Vietjet Air,4605500.0,SGN,HAN,20,40,22,50,7,6,2024,7,6,2024,130,Airbus A320-100/200,10,30,economy ,v_sboss,1,1
29361,VJ160,Vietjet Air,4605500.0,SGN,HAN,21,55,0,5,7,6,2024,8,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29362,VJ162,Vietjet Air,4605500.0,SGN,HAN,22,45,0,55,7,6,2024,8,6,2024,130,Airbus A321,10,30,economy ,v_sboss,1,1
29363,VJ198,Vietjet Air,1679000.0,SGN,HAN,5,25,7,35,8,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29364,VJ120,Vietjet Air,1679000.0,SGN,HAN,6,0,8,10,8,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29365,VJ124,Vietjet Air,1679000.0,SGN,HAN,8,10,10,20,8,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29366,VJ126,Vietjet Air,1679000.0,SGN,HAN,8,45,10,55,8,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29367,VJ132,Vietjet Air,1679000.0,SGN,HAN,11,0,13,10,8,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29368,VJ134,Vietjet Air,1679000.0,SGN,HAN,12,30,14,40,8,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29369,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29370,VJ140,Vietjet Air,1679000.0,SGN,HAN,14,40,16,50,8,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29371,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29372,VJ142,Vietjet Air,1679000.0,SGN,HAN,15,30,17,40,8,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29373,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29374,VJ148,Vietjet Air,1679000.0,SGN,HAN,16,45,18,55,8,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29375,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29376,VJ150,Vietjet Air,1679000.0,SGN,HAN,17,40,19,50,8,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29377,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29378,VJ152,Vietjet Air,1679000.0,SGN,HAN,18,15,20,25,8,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29379,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29380,VJ166,Vietjet Air,1679000.0,SGN,HAN,20,15,22,25,8,6,2024,8,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29381,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29382,VJ158,Vietjet Air,1679000.0,SGN,HAN,20,40,22,50,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29383,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29384,VJ160,Vietjet Air,1679000.0,SGN,HAN,21,55,0,5,8,6,2024,9,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29385,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29386,VJ162,Vietjet Air,1679000.0,SGN,HAN,22,45,0,55,8,6,2024,9,6,2024,130,Airbus A321,7,0,economy ,j1_eco,1,1
29387,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29388,VU780,Vietravel Airlines,1730500.0,SGN,HAN,17,45,19,55,8,6,2024,8,6,2024,130,Airbus 32B,7,0,economy ,m,1,1
29389,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29390,VU780,Vietravel Airlines,1903500.0,SGN,HAN,17,45,19,55,8,6,2024,8,6,2024,130,Airbus 32B,7,0,economy ,n,1,1
29391,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29392,VJ198,Vietjet Air,1970500.0,SGN,HAN,5,25,7,35,8,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29393,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29394,VJ120,Vietjet Air,1970500.0,SGN,HAN,6,0,8,10,8,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29395,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29396,VJ124,Vietjet Air,1970500.0,SGN,HAN,8,10,10,20,8,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29397,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29398,VJ126,Vietjet Air,1970500.0,SGN,HAN,8,45,10,55,8,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29399,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29400,VJ132,Vietjet Air,1970500.0,SGN,HAN,11,0,13,10,8,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29401,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29402,VJ134,Vietjet Air,1970500.0,SGN,HAN,12,30,14,40,8,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29403,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29404,VJ138,Vietjet Air,1970500.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,20,economy ,j1_dlx,1,1
29405,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29406,VJ140,Vietjet Air,1970500.0,SGN,HAN,14,40,16,50,8,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29407,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29408,VJ142,Vietjet Air,1970500.0,SGN,HAN,15,30,17,40,8,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29409,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29410,VJ148,Vietjet Air,1970500.0,SGN,HAN,16,45,18,55,8,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29411,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29412,VJ150,Vietjet Air,1970500.0,SGN,HAN,17,40,19,50,8,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29413,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29414,VJ152,Vietjet Air,1970500.0,SGN,HAN,18,15,20,25,8,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29415,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29416,VJ166,Vietjet Air,1970500.0,SGN,HAN,20,15,22,25,8,6,2024,8,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29417,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29418,VJ158,Vietjet Air,1970500.0,SGN,HAN,20,40,22,50,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,20,economy ,j1_dlx,1,1
29419,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29420,VJ160,Vietjet Air,1970500.0,SGN,HAN,21,55,0,5,8,6,2024,9,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29421,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
29422,VJ162,Vietjet Air,1970500.0,SGN,HAN,22,45,0,55,8,6,2024,9,6,2024,130,Airbus A321,7,20,economy ,j1_dlx,1,1
29423,VJ138,Vietjet Air,1679000.0,SGN,HAN,13,50,16,0,8,6,2024,8,6,2024,130,Airbus A320-100/200,7,0,economy ,j1_eco,1,1
